revenue_total,profit_total,gross_margin
4470712320.0,546129778.0,12.215721766682586
4471737344.0,546230202.0,12.215167394232356
4473336832.0,546905090.0,12.225886637637396
4474677760.0,547321418.0,12.23152699156598
4477836800.0,549555858.0,12.272797838456283
4480483840.0,551278298.0,12.303990320831064
4483302912.0,553172770.0,12.338509818718222
4484957696.0,553902954.0,12.35023809687234
4488514048.0,556534706.0,12.399085756409333
4490567680.0,557663738.0,12.418557691129154
4492307968.0,558479426.0,12.431904267877655
4494155776.0,559402634.0,12.447335203362563
4495554560.0,559876818.0,12.454010078792148
4496985600.0,560383258.0,12.461308704212884
4500623360.0,563096418.0,12.51152058189557
4503022592.0,564571050.0,12.537601987673971
4506320896.0,566944754.0,12.581100349583272
4508119040.0,567818298.0,12.595459280507376
4511915520.0,570690178.0,12.64851204483545
4514463744.0,572313802.0,12.677337430401124
4516248576.0,573174034.0,12.69137480708945
4517502976.0,573503834.0,12.69515121621029
4518913024.0,573989282.0,12.701932499066395
4520508928.0,574660586.0,12.712298441455484
4523410432.0,576637490.0,12.747848082072956
4525701120.0,578003578.0,12.771580859497854
4529182720.0,580560578.0,12.818219398311225
4530998784.0,581452042.0,12.832756522761406
4534724608.0,584253266.0,12.883985611150038
4536765440.0,585369498.0,12.902793978257778
4538373120.0,586052578.0,12.913274481935941
4539316736.0,586071594.0,12.911009036933615
4540698112.0,586528370.0,12.917140834576584
4542350848.0,587256506.0,12.928470865665725
4545725440.0,589706498.0,12.972769820431566
4547784704.0,590841162.0,12.991845490845822
4550745088.0,592876946.0,13.028129120292313
4552707072.0,593914330.0,13.045300754197084
4556263936.0,596546594.0,13.09288931412774
4558629888.0,597987946.0,13.11771213482642
4560665600.0,599099058.0,13.136219809669887
4561296384.0,598805242.0,13.12796169309396
4562618368.0,599202626.0,13.132867526298444
4564209152.0,599868810.0,13.142886095330278
4568404992.0,603140050.0,13.202420780473572
4570874880.0,604685338.0,13.22909407662456
4574314496.0,607200354.0,13.274127839941157
4576266752.0,608228010.0,13.290921245667805
4580066816.0,611103474.0,13.342675959773597
4582330880.0,612442938.0,13.365314597273255
4584272896.0,613460354.0,13.381846323661792
4585465856.0,613728714.0,13.384217291618189
4587440640.0,614778898.0,13.40134829515745
4588832256.0,615245914.0,13.4074614123354
4592685056.0,618174114.0,13.459971813055235
4594805248.0,619369706.0,13.479781461240291
4597939200.0,621579058.0,13.518644570158736
4599782912.0,622498170.0,13.533207586297499
4603615232.0,625405890.0,13.585103412917025
4605801472.0,626667530.0,13.606047368947474
4607050240.0,626991698.0,13.609395716075369
4608338944.0,627355802.0,13.613490883017827
4609989632.0,628081890.0,13.624366650202479
4610878464.0,628046122.0,13.620964571145114
4614460416.0,630703474.0,13.667978856490423
4616988672.0,632307130.0,13.695228100399376
4620034560.0,634428418.0,13.732114116479682
4621773824.0,635243082.0,13.744573105271886
4624551936.0,637096594.0,13.776396131277009
4626756096.0,638376154.0,13.797488796781389
4628417024.0,639112482.0,13.808446358354765
4628819968.0,638590826.0,13.795974576991801
4630414336.0,639260594.0,13.805688813416804
4632010240.0,639931898.0,13.815424941720336
4635321856.0,642318914.0,13.857051008627954
4638198272.0,644270730.0,13.890538787212932
4641177600.0,646325458.0,13.925893678363009
4643045376.0,647268634.0,13.94060539114576
4646731264.0,650029922.0,13.98897171084607
4649423872.0,651797930.0,14.018896705144288
4650996736.0,652446194.0,14.028093998645197
4651853824.0,652378682.0,14.024058078399326
4653287424.0,652887682.0,14.030676004079133
4654784000.0,653459658.0,14.038452869134208
4657945600.0,655696658.0,14.076949674981176
4660850688.0,657677146.0,14.110667558891773
4664248320.0,660150178.0,14.153409782436283
4665888768.0,660866026.0,14.163775839072896
4669224960.0,663277618.0,14.205304385248553
4671279104.0,664407162.0,14.223238372356523
4672662016.0,664865474.0,14.228837260717468
4673798656.0,665077514.0,14.229913673029221
4675209216.0,665563474.0,14.236014758916834
4676379136.0,665808794.0,14.237699182139195
4679769088.0,668274146.0,14.280066674947873
4682267136.0,669847594.0,14.306052485767442
4686599168.0,673255026.0,14.365534620433747
4688455168.0,674186426.0,14.379713612311116
4692193792.0,677000450.0,14.42822867108043
4694114304.0,677996362.0,14.443541807711378
4695840768.0,678798226.0,14.455307569747646
4696665088.0,678697946.0,14.450635361122007
4698111488.0,679219746.0,14.457293057750443
4699074048.0,679257706.0,14.455139439420044
4702589440.0,681848498.0,14.499426469175246
4705077760.0,683412218.0,14.524993057713036
4709252096.0,686661954.0,14.581125410195071
4711428096.0,687913354.0,14.600951982776477
4714896384.0,690457042.0,14.644161520559939
4717140480.0,691776538.0,14.665167190441613
4718953472.0,692664930.0,14.678358964756498
4720101376.0,692888234.0,14.679520179864882
4721396736.0,693258994.0,14.683345475164067
4722818048.0,693755706.0,14.689443864850752
4726150656.0,696163714.0,14.730036443425641
4729040384.0,698128842.0,14.762589982568437
4732533760.0,700697618.0,14.805971885977629
4734394880.0,701634138.0,14.819932764036784
4738057216.0,704371874.0,14.866259352491534
4740035584.0,705425642.0,14.88228578665455
4741519360.0,705984818.0,14.889421816048433
4742220800.0,705761658.0,14.882513652675135
4743992832.0,706609090.0,14.894817825896748
4745428992.0,707120650.0,14.90109010570145
4748851712.0,709618770.0,14.942954908590753
4751143936.0,710986394.0,14.964530723070057
4755308544.0,714226402.0,15.019559622501752
4757138944.0,715132202.0,15.032821416788115
4760338944.0,717407602.0,15.070515155317478
4762220032.0,718364090.0,15.084647184987524
4763653632.0,718873090.0,15.09079260446113
4764738048.0,719032906.0,15.090712201939711
4766033408.0,719403666.0,15.094389913265164
4767680512.0,720126170.0,15.104329415267665
4771142656.0,722663714.0,15.146554318412734
4774810112.0,725406570.0,15.192364784872098
4778734592.0,728406450.0,15.24266384702371
4780642304.0,729389562.0,15.25714570591726
4784326656.0,732149314.0,15.303079547919564
4786304000.0,733202058.0,15.318752381796058
4789037568.0,735011026.0,15.347781585830315
4789921792.0,734970650.0,15.344105434613326
4790492672.0,734616930.0,15.334893095521679
4792061952.0,735261610.0,15.34332438446739
4795319808.0,737594866.0,15.381557342004081
4798436864.0,739787322.0,15.417256555988313
4801976320.0,742402178.0,15.460346501667047
4803360768.0,742862026.0,15.465463909122722
4806742528.0,745319186.0,15.505702285038222
4808649728.0,746301786.0,15.519986445558798
4810722304.0,747449762.0,15.537162919973857
4812218880.0,748021738.0,15.544216849920177
4813186048.0,748064306.0,15.541977778125563
4814597120.0,748550778.0,15.547526809470613
4818118656.0,751147714.0,15.590062587283862
4821019648.0,753124106.0,15.621676761106617
4825246720.0,756426578.0,15.67643318350362
4826908160.0,757163418.0,15.686302554387114
4830016512.0,759347170.0,15.721419753191933
4831803904.0,760209962.0,15.733460568850106
4834401280.0,761882738.0,15.759608974784982
4835763712.0,762320570.0,15.764222890136118
4836990464.0,762622722.0,15.76647148006451
4838618112.0,763325770.0,15.77569777839909
4841791488.0,765574546.0,15.811803294243802
4844337664.0,767196122.0,15.836966273043018
4848698880.0,770632738.0,15.893598614232774
4849978368.0,770987626.0,15.896722985136416
4853065728.0,773150386.0,15.931174835306084
4855386624.0,774546682.0,15.952317332906999
4857183232.0,775418690.0,15.964369737822565
4858816000.0,776126858.0,15.973579942109353
4860114944.0,776501202.0,15.977013114856899
4861779968.0,777241626.0,15.986770917560372
4866180096.0,780717154.0,16.043737358626522
4869091840.0,782704298.0,16.07495450322005
4873540608.0,786228466.0,16.132592897849104
4875040256.0,786803514.0,16.139425987952293
4878620160.0,789458818.0,16.182010324821025
4880654848.0,790568906.0,16.198008886532104
4882501632.0,791491090.0,16.210769594270154
4883638784.0,791703642.0,16.211347255939884
4884615168.0,791755426.0,16.209166920393923
4886334464.0,792550122.0,16.219727238057523
4889638912.0,794929970.0,16.257437089047773
4891986944.0,796353402.0,16.278731139638953
4896175104.0,799616962.0,16.33146170255924
4897893888.0,800411146.0,16.341945421909475
4901723136.0,803315794.0,16.388436713207295
4904016896.0,804684954.0,16.40869048914468
4905981440.0,805724898.0,16.42331728837523
4907274752.0,806093610.0,16.42650250368537
4907664384.0,805558642.0,16.41429769782725
4909669888.0,806639546.0,16.42960859693547
4913444352.0,809489410.0,16.47498886744286
4916610048.0,811730506.0,16.509963126528596
4921009152.0,815205010.0,16.565809670739664
4922781184.0,816052442.0,16.577061045336116
4926271488.0,818618146.0,16.61739812744969
4928366592.0,819788650.0,16.634084228448565
4930073088.0,820570546.0,16.644186229151497
4931247104.0,820819962.0,16.645281501593963
4932415488.0,821063746.0,16.646281076635855
4934154752.0,821878410.0,16.65692405911796
4937840128.0,824639186.0,16.70040269882144
4940976640.0,826851098.0,16.7345680468548
4945116160.0,830066018.0,16.785571686146195
4946395136.0,830420394.0,16.78839581488704
4950264320.0,833364978.0,16.83475717918836
4951867392.0,834043450.0,16.843008585961748
4953594880.0,834846338.0,16.85334304124604
4954683392.0,835010250.0,16.85294869392131
4955581952.0,834984210.0,16.84936740200639
4957053952.0,835531610.0,16.855406822088185
4960760832.0,838313890.0,16.898897535885077
4963621888.0,840250346.0,16.92816989205766
4967282688.0,842986546.0,16.970778571481212
4968302080.0,843081338.0,16.969204457068763
4971544064.0,845398722.0,17.004751665015114
4973629440.0,846559498.0,17.020960411558125
4975897600.0,847903058.0,17.040203118327838
4976877568.0,847958426.0,17.03796033585691
4977824256.0,847980514.0,17.035163766135177
4978835968.0,848067626.0,17.03345182389427
4981715968.0,850023026.0,17.06285608132045
4984412672.0,851795130.0,17.089177523060435
4988601344.0,855059202.0,17.14025922372842
4990288384.0,855821642.0,17.149743184060444
4994100736.0,858709394.0,17.194474829271847
4996751360.0,860435418.0,17.219896608983962
4998791168.0,861550626.0,17.23517940727865
5000142336.0,861977194.0,17.23905313242667
5000817664.0,861727922.0,17.231740485229576
5002491392.0,862477050.0,17.24095020691642
5006376960.0,865438018.0,17.286713024502255
5009049600.0,867186058.0,17.312387124295995
5012231168.0,869443026.0,17.346427107170488
5013683712.0,869970970.0,17.35193163297813
5017627648.0,872990306.0,17.39846730850922
5019745792.0,874183850.0,17.414902790360266
5021882368.0,875395826.0,17.431627462604876
5023417856.0,876006714.0,17.4384600109205
5023994368.0,875658626.0,17.42953040667103
5025412608.0,876152266.0,17.43443443042359
5028687360.0,878502418.0,17.469815781110718
5031452160.0,880342618.0,17.496789992334936
5035466752.0,883432610.0,17.54420500640017
5036798976.0,883840234.0,17.547657514453878
5041038848.0,887155506.0,17.598664337847215
5042734080.0,887926138.0,17.608030166048337
5044845568.0,889113026.0,17.62418718304758
5045316096.0,888658954.0,17.6135436728046
5046397440.0,888815698.0,17.612875493215217
5047505920.0,888999578.0,17.612650526618896
5051039744.0,891608802.0,17.651985476042217
5053638144.0,893282602.0,17.676030149894327
5058352128.0,897071986.0,17.73447089684303
5059865088.0,897660346.0,17.7407960565766
5063138304.0,900008962.0,17.77571355870274
5065225728.0,901171786.0,17.791345033616633
5067779072.0,902800530.0,17.814520269600262
5068810752.0,902907610.0,17.813006919694917
5069966336.0,903138594.0,17.81350277588904
5071814656.0,904062314.0,17.82522381669619
5075329536.0,906652594.0,17.86391578259087
5078136320.0,908534778.0,17.891106515234313
5082661888.0,912135746.0,17.94602446709121
5084916224.0,913465482.0,17.964218912567084
5089519104.0,917143762.0,18.020244020288484
5091560960.0,918261018.0,18.03496069700401
5094544384.0,920319842.0,18.064811544097445
5094941696.0,919792554.0,18.05305357511985
5095310336.0,919236594.0,18.04083624711333
5096762880.0,919764538.0,18.046053145011133
5100850176.0,922927234.0,18.093596207598157
5103563776.0,924716234.0,18.11902965430876
5107991552.0,928219410.0,18.171905739283414
5109244416.0,928547674.0,18.17387461621879
5112634368.0,931013026.0,18.210045134993702
5113852416.0,931306474.0,18.211446053589043
5116017664.0,932547122.0,18.227988706178166
5116540928.0,932145786.0,18.218280653221818
5117101568.0,931781826.0,18.209172001332455
5118391296.0,932146954.0,18.211717316893466
5121863680.0,934694738.0,18.24911392409413
5124712448.0,936618906.0,18.27651630220795
5129216512.0,940198370.0,18.330253125411446
5130299904.0,940357162.0,18.329477410605584
5134020608.0,943153266.0,18.37065602211155
5135966208.0,944174266.0,18.383576288514398
5138022912.0,945306370.0,18.398251354469632
5138717184.0,945076042.0,18.39128343047571
5139672064.0,945106322.0,18.388455726968342
5140910080.0,945419738.0,18.390123991431494
5144794624.0,948379682.0,18.433771439114302
5147471872.0,950132330.0,18.45823257759416
5151919104.0,953654962.0,18.510674231269917
5153442816.0,954254074.0,18.51682667434104
5156666880.0,956553538.0,18.549841598455163
5158270464.0,957232522.0,18.55723790911325
5160655872.0,958693330.0,18.57696683868325
5161292288.0,958405146.0,18.569092632639524
5161820672.0,958008930.0,18.559515931978506
5163908608.0,959172266.0,18.574539923383554
5167227904.0,961566962.0,18.608952031235972
5170240000.0,963654458.0,18.638485989044995
5174379520.0,966869378.0,18.685706648746166
5175288320.0,966853578.0,18.682120071718053
5178684416.0,969325074.0,18.717593043615192
5180576768.0,970292826.0,18.729436305112195
5182492672.0,971284130.0,18.741640200432105
5183173632.0,971040490.0,18.73447734810517
5183775744.0,970718002.0,18.726080176665914
5185230848.0,971248506.0,18.731056233969237
5188618752.0,973711810.0,18.766300947138852
5191826944.0,975995402.0,18.79868902656552
5196576768.0,979820626.0,18.855116930700177
5197596160.0,979915418.0,18.853242688250717
5200771072.0,982165730.0,18.885002173769973
5202154496.0,982624554.0,18.888799914642135
5204788224.0,984333682.0,18.9120794091314
5205207552.0,983828410.0,18.90084881671977
5205212672.0,982908930.0,18.883165625244985
5206508032.0,983279690.0,18.885588650907895
5209610240.0,985457298.0,18.916142525088404
5212765696.0,987688154.0,18.94748798623156
5217316864.0,991314722.0,19.00046993197153
5218724352.0,991797610.0,19.004598501545843
5221855232.0,994003890.0,19.035454753870894
5223833600.0,995057658.0,19.048417966452835
5225903616.0,996203074.0,19.062790805210287
5226114048.0,995488906.0,19.048357859334647
5226820096.0,995270354.0,19.041603416992753
5228502528.0,996028186.0,19.04997043926073
5231597568.0,998198626.0,19.080187514912463
5234658304.0,1000334762.0,19.109838768952816
5239208960.0,1003960818.0,19.16245039403811
5240000512.0,1003827770.0,19.157016639619748
5243487232.0,1006389890.0,19.193140852106875
5245036544.0,1007014602.0,19.199381997670976
5247432704.0,1008486162.0,19.218658320882394
5247340544.0,1007469402.0,19.199619189038096
5247207424.0,1006411682.0,19.17994850740629
5249087488.0,1007367146.0,19.19128130942671
5251651584.0,1009006642.0,19.213129924195673
5254611456.0,1011041914.0,19.241040416899665
5259442176.0,1014948034.0,19.297636518021488
5260256768.0,1014838026.0,19.292556822960016
5264146432.0,1017803090.0,19.33462724009574
5266286080.0,1019018138.0,19.349843941634102
5268895232.0,1020702690.0,19.37223355288762
5268626432.0,1019509290.0,19.35057083963701
5268803072.0,1018761330.0,19.335726085759465
5270255104.0,1019288762.0,19.340406524655396
5273280000.0,1021389058.0,19.369141369318527
5276323328.0,1023507786.0,19.39812483758387
5281431040.0,1027690898.0,19.458568903325112
5282466816.0,1027802074.0,19.456858127095142
5285699584.0,1030110242.0,19.488626351716626
5287557120.0,1031043178.0,19.499423923008134
5288860160.0,1031421618.0,19.501775180230894
5289400832.0,1031037690.0,19.492523307411165
5289670144.0,1030382402.0,19.479142818928864
5290810880.0,1030598538.0,19.479028099375196
5293512704.0,1032375762.0,19.502659570834574
5296147968.0,1034086426.0,19.525255567784015
5300945920.0,1037959778.0,19.58065208859931
5302047232.0,1038136490.0,19.579917804851423
5305844736.0,1041009394.0,19.620050073021964
5307174912.0,1041414970.0,19.62277458851539
5309244928.0,1042560386.0,19.636697875845293
5309303296.0,1041694154.0,19.62016663815018
5309036544.0,1040502802.0,19.598712372321543
5310319616.0,1040861274.0,19.600727437645816
5313714688.0,1043331746.0,19.63469638963047
5316712960.0,1045405418.0,19.662626624101218
5320772096.0,1048539954.0,19.706537605477624
5322276864.0,1049120122.0,19.711866721858684
5325981184.0,1051899842.0,19.75034844584235
5328269312.0,1053263370.0,19.76745746743516
5331073536.0,1055142994.0,19.792317379881663
5330542592.0,1053687450.0,19.766983038112453
5330636800.0,1052857058.0,19.75105597139914
5332004352.0,1053300010.0,19.754297642403724
5334958080.0,1055329138.0,19.781395133286594
5338188800.0,1057635258.0,19.812623674906366
5341941248.0,1060463106.0,19.85164300331893
5342896640.0,1060493898.0,19.848669541172335
5346462720.0,1063135378.0,19.88483664204807
5349273600.0,1065021658.0,19.909650125205786
5352589312.0,1067412770.0,19.941988966105832
5352493056.0,1066391914.0,19.923275057864924
5350403072.0,1063377330.0,19.87471440357307
5351682048.0,1063731706.0,19.876586397682793
5354480640.0,1065605698.0,19.901196206398087
5357582336.0,1067782794.0,19.930310483986187
5361921024.0,1071196882.0,19.97785639149317
5362381312.0,1070732570.0,19.967482871908086
5365243392.0,1072670050.0,19.992942940844685
5366646784.0,1073148842.0,19.99663635772456
5369183744.0,1074761202.0,20.017217760540102
5369339392.0,1073992250.0,20.002316329643556
5369391616.0,1073119874.0,19.985874578458017
5371158528.0,1073962186.0,19.994982095602
5373256192.0,1075135250.0,20.009007789368404
5377362944.0,1078317402.0,20.052903499905547
5382552064.0,1082581922.0,20.11279982298003
5383476224.0,1082581482.0,20.10933896529084
5386343424.0,1084524082.0,20.134699862761664
5386713600.0,1083969658.0,20.123023767218662
5389502976.0,1085834434.0,20.14720909952792
5389809664.0,1085216522.0,20.134598244692302
5390617088.0,1085099346.0,20.129408716778066
5391785984.0,1085343642.0,20.12957571425743
5394825216.0,1087458274.0,20.157432918768354
5397766144.0,1089474602.0,20.183805169311167
5401289216.0,1092073074.0,20.218748345580167
5402070528.0,1091929786.0,20.21317160411572
5405004800.0,1093939458.0,20.239379953927145
5405916160.0,1093926218.0,20.235722967631077
5407898624.0,1094984082.0,20.247866281008154
5407757312.0,1093918170.0,20.22868458931317
5408007680.0,1093243938.0,20.215280796346796
5409601024.0,1093912682.0,20.221688755728838
5412174848.0,1095561906.0,20.242544573460165
5415407616.0,1097870074.0,20.273082874801645
5419589120.0,1101126978.0,20.317536138237728
5420639232.0,1101252490.0,20.315915575028626
5423429632.0,1103118290.0,20.339865451397085
5425349632.0,1104113690.0,20.351014494765007
5427655168.0,1105494626.0,20.367812467485038
5427213824.0,1104128682.0,20.344300368586325
5427846144.0,1103836402.0,20.3365455231297
5429458432.0,1104524090.0,20.343172414585307
5432360960.0,1106502018.0,20.368713090817884
5435726848.0,1108943306.0,20.401012357860115
5440002560.0,1112294418.0,20.446578944256967
5440934912.0,1112302170.0,20.443217718830155
5443274240.0,1113716898.0,20.460422328455014
5445174272.0,1114692330.0,20.47119659203444
5447702528.0,1116295986.0,20.491133285315833
5447770624.0,1115439482.0,20.475155049406133
5448209408.0,1114953666.0,20.46458905127312
5449691648.0,1115511306.0,20.46925547447047
5452413952.0,1117309010.0,20.49200628998757
5455981056.0,1119951514.0,20.527041837294824
5459674112.0,1122719970.0,20.563864197174997
5460167680.0,1122288938.0,20.554111224657483
5463122944.0,1124319602.0,20.580162912767864
5464532992.0,1124805050.0,20.583736096875963
5466595840.0,1125943298.0,20.59679059793087
5466225152.0,1124648010.0,20.574491147487954
5466238976.0,1123737234.0,20.557777274902662
5467636736.0,1124210394.0,20.561175664761645
5471112192.0,1126761250.0,20.594738518569937
5473989120.0,1128713578.0,20.619580223060435
5478127616.0,1131927474.0,20.662670776306356
5478617088.0,1131492346.0,20.652882430464906
5481014784.0,1132965442.0,20.670724065684258
5482005504.0,1133031562.0,20.66819453525306
5484332544.0,1134434002.0,20.68499663174327
5483625472.0,1132802330.0,20.657908454620294
5483364352.0,1131616610.0,20.637268241845987
5485194240.0,1132521898.0,20.646887757251054
5488006656.0,1134409714.0,20.67070587022262
5491100160.0,1136578618.0,20.698559211857464
5494962176.0,1139516034.0,20.737468202729264
5496186880.0,1139816138.0,20.738307537315762
5498719744.0,1141424402.0,20.75800286503927
5501455872.0,1143235930.0,20.780607108357806
5505015808.0,1145871266.0,20.81504042794567
5505077760.0,1145008618.0,20.79913614153926
5504519680.0,1143525938.0,20.77430919458535
5506531328.0,1144612986.0,20.786460982793123
5509312512.0,1146469570.0,20.809666678062644
5512523776.0,1148756234.0,20.839025475071256
5516432896.0,1151740754.0,20.878360631108816
5517043200.0,1151426458.0,20.870354214373382
5519703552.0,1153162210.0,20.891741723741035
5521234944.0,1153769002.0,20.896937255927067
5523014656.0,1154624114.0,20.9056862223905
5522350592.0,1153035450.0,20.87943224159572
5521993728.0,1151753986.0,20.857575048661843
5523875840.0,1152711498.0,20.867802452272354
5526431744.0,1154342802.0,20.887669575459068
5530580992.0,1157567450.0,20.9303046402254
5535118848.0,1161180706.0,20.978424093270707
5535856640.0,1160993898.0,20.972253681771644
5537782784.0,1161995442.0,20.983044791090165
5538737664.0,1162025722.0,20.979974002971662
5541393408.0,1163756866.0,21.001159461443528
5540981760.0,1162420618.0,20.978603943283872
5540718592.0,1161232850.0,20.958163290888894
5542461440.0,1162051098.0,20.96633617716247
5545319936.0,1163984994.0,20.99040285202401
5548272128.0,1166012586.0,21.015778590159304
5552847872.0,1169663730.0,21.064213480401285
5553629696.0,1169520954.0,21.058677261869782
5555718144.0,1170684802.0,21.071709753028106
5556556800.0,1170598858.0,21.06698266811562
